game_id,date,arena,game_state,away_team,home_team,away_score,home_score,overtime
2023020334,2023-11-28,Mullett Arena,OFF,TBL,ARI,1,3,
2023020335,2023-11-28,Rogers Place,OFF,VGK,EDM,4,5,SO
2023020336,2023-11-28,Rogers Arena,OFF,ANA,VAN,1,3,
2023020337,2023-11-29,Nationwide Arena,OFF,MTL,CBJ,4,2,
2023020338,2023-11-29,Madison Square Garden,OFF,DET,NYR,2,3,
2023020339,2023-11-29,Crypto.com Arena,OFF,WSH,LAK,2,1,
2023020340,2023-11-30,TD Garden,OFF,SJS,BOS,0,3,
2023020342,2023-11-30,Little Caesars Arena,OFF,CHI,DET,1,5,
2023020343,2023-11-30,Centre Bell,OFF,FLA,MTL,5,1,
2023020344,2023-11-30,Wells Fargo Center,OFF,NJD,PHI,4,3,OT
2023020345,2023-11-30,Amalie Arena,OFF,PIT,TBL,4,2,
2023020346,2023-11-30,Scotiabank Arena,OFF,SEA,TOR,3,4,SO
2023020341,2023-11-30,PNC Arena,OFF,NYI,CAR,5,4,OT
2023020347,2023-11-30,Bridgestone Arena,OFF,MIN,NSH,6,1,
2023020348,2023-11-30,Enterprise Center,OFF,BUF,STL,4,6,
2023020349,2023-11-30,Canada Life Centre,OFF,EDM,WPG,3,1,
2023020350,2023-11-30,Mullett Arena,OFF,COL,ARI,3,4,OT
2023020351,2023-11-30,Scotiabank Saddledome,OFF,DAL,CGY,3,4,OT
2023020352,2023-11-30,Honda Center,OFF,WSH,ANA,5,4,
2023020353,2023-11-30,Rogers Arena,OFF,VGK,VAN,4,1,
2023020354,2023-12-01,Nationwide Arena,OFF,OTT,CBJ,2,4,
2023020355,2023-12-01,Prudential Center,OFF,SJS,NJD,6,3,
2023020356,2023-12-02,American Airlines Center,OFF,TBL,DAL,1,8,
2023020357,2023-12-02,Canada Life Centre,OFF,CHI,WPG,1,3,
2023020358,2023-12-02,Bridgestone Arena,OFF,NYR,NSH,4,3,
2023020359,2023-12-02,Amerant Bank Arena,OFF,NYI,FLA,4,3,
2023020360,2023-12-02,PNC Arena,OFF,BUF,CAR,2,6,
2023020361,2023-12-02,Centre Bell,OFF,DET,MTL,5,4,OT
2023020362,2023-12-02,Canadian Tire Centre,OFF,SEA,OTT,0,2,
2023020363,2023-12-02,PPG Paints Arena,OFF,PHI,PIT,4,3,SO
2023020364,2023-12-02,Scotiabank Arena,OFF,BOS,TOR,4,3,OT
2023020365,2023-12-02,Mullett Arena,OFF,STL,ARI,1,4,
2023020366,2023-12-02,Honda Center,OFF,COL,ANA,3,4,SO
2023020367,2023-12-02,Scotiabank Saddledome,OFF,VAN,CGY,4,3,
2023020368,2023-12-02,T-Mobile Arena,OFF,WSH,VGK,1,4,
2023020369,2023-12-03,Xcel Energy Center,OFF,CHI,MIN,1,4,
2023020370,2023-12-03,Madison Square Garden,OFF,SJS,NYR,5,6,
2023020371,2023-12-03,TD Garden,OFF,CBJ,BOS,1,3,
2023020372,2023-12-03,KeyBank Center,OFF,NSH,BUF,2,1,
2023020373,2023-12-03,Crypto.com Arena,OFF,COL,LAK,1,4,
2023020374,2023-12-04,Wells Fargo Center,OFF,PIT,PHI,1,2,OT
2023020375,2023-12-04,Amalie Arena,OFF,DAL,TBL,0,4,
2023020376,2023-12-04,Centre Bell,OFF,SEA,MTL,2,4,
2023020377,2023-12-04,Canada Life Centre,OFF,CAR,WPG,1,2,
2023020378,2023-12-04,Mullett Arena,OFF,WSH,ARI,0,6,
2023020379,2023-12-04,T-Mobile Arena,OFF,STL,VGK,2,1,OT
2023020381,2023-12-05,Nationwide Arena,OFF,LAK,CBJ,4,3,OT
2023020382,2023-12-05,Canadian Tire Centre,OFF,NYR,OTT,2,6,
2023020380,2023-12-05,KeyBank Center,OFF,DET,BUF,5,3,
2023020383,2023-12-05,UBS Arena,OFF,SJS,NYI,5,4,OT
2023020384,2023-12-05,United Center,OFF,NSH,CHI,4,3,SO
2023020385,2023-12-05,Scotiabank Saddledome,OFF,MIN,CGY,5,2,
2023020386,2023-12-05,Ball Arena,OFF,ANA,COL,2,3,
2023020387,2023-12-05,Rogers Arena,OFF,NJD,VAN,6,5,
2023020388,2023-12-06,Amerant Bank Arena,OFF,DAL,FLA,4,5,
2023020389,2023-12-06,Amalie Arena,OFF,PIT,TBL,1,3,
2023020390,2023-12-06,Enterprise Center,OFF,VGK,STL,6,3,
2023020391,2023-12-06,Rogers Place,OFF,CAR,EDM,1,6,
2023020392,2023-12-07,TD Garden,OFF,BUF,BOS,3,1,
2023020393,2023-12-07,Little Caesars Arena,OFF,SJS,DET,6,5,OT
2023020394,2023-12-07,Centre Bell,OFF,LAK,MTL,4,0,
2023020395,2023-12-07,Canadian Tire Centre,OFF,TOR,OTT,4,3,
2023020397,2023-12-07,UBS Arena,OFF,CBJ,NYI,3,7,
2023020396,2023-12-07,Capital One Arena,OFF,DAL,WSH,5,4,SO
2023020398,2023-12-07,Bridgestone Arena,OFF,TBL,NSH,1,5,
2023020399,2023-12-07,United Center,OFF,ANA,CHI,0,1,
2023020400,2023-12-07,Mullett Arena,OFF,PHI,ARI,4,1,
2023020401,2023-12-07,Scotiabank Saddledome,OFF,CAR,CGY,2,3,
2023020402,2023-12-07,Ball Arena,CRIT,WPG,COL,4,2,
2023020403,2023-12-07,Climate Pledge Arena,OFF,NJD,SEA,2,1,
2023020405,2023-12-08,Nationwide Arena,OFF,STL,CBJ,2,5,
2023020406,2023-12-08,Amerant Bank Arena,OFF,PIT,FLA,1,3,
2023020407,2023-12-08,Rogers Place,OFF,MIN,EDM,3,4,
2023020408,2023-12-09,TD Garden,OFF,ARI,BOS,3,5,
2023020409,2023-12-09,Scotiabank Saddledome,OFF,NJD,CGY,4,2,
2023020410,2023-12-09,American Airlines Center,OFF,VGK,DAL,6,1,
2023020411,2023-12-09,KeyBank Center,OFF,MTL,BUF,3,2,SO
2023020413,2023-12-09,Scotiabank Arena,OFF,NSH,TOR,0,4,
2023020414,2023-12-09,Capital One Arena,OFF,NYR,WSH,0,4,
2023020415,2023-12-09,UBS Arena,OFF,LAK,NYI,2,3,OT
2023020416,2023-12-09,United Center,OFF,STL,CHI,1,3,
2023020417,2023-12-09,Ball Arena,OFF,PHI,COL,5,2,
2023020418,2023-12-09,Climate Pledge Arena,OFF,TBL,SEA,4,3,OT
2023020419,2023-12-09,Rogers Arena,OFF,CAR,VAN,3,4,
2023020420,2023-12-10,Nationwide Arena,OFF,FLA,CBJ,5,2,
2023020421,2023-12-10,Rogers Place,OFF,NJD,EDM,1,4,
2023020422,2023-12-10,United Center,OFF,WSH,CHI,4,2,
2023020423,2023-12-10,Centre Bell,OFF,NSH,MTL,2,1,
2023020424,2023-12-10,Madison Square Garden,OFF,LAK,NYR,1,4,
2023020425,2023-12-10,Honda Center,OFF,WPG,ANA,4,2,
2023020426,2023-12-10,Climate Pledge Arena,OFF,MIN,SEA,3,0,
2023020427,2023-12-10,T-Mobile Arena,OFF,SJS,VGK,4,5,SO
2023020428,2023-12-11,KeyBank Center,OFF,ARI,BUF,2,5,
2023020429,2023-12-11,UBS Arena,OFF,TOR,NYI,3,4,OT
2023020430,2023-12-11,American Airlines Center,OFF,DET,DAL,3,6,
2023020431,2023-12-11,Ball Arena,OFF,CGY,COL,5,6,
2023020432,2023-12-12,Madison Square Garden,OFF,TOR,NYR,7,3,
2023020433,2023-12-12,Canadian Tire Centre,OFF,CAR,OTT,4,1,
2023020434,2023-12-12,PPG Paints Arena,OFF,ARI,PIT,2,4,
2023020436,2023-12-12,Enterprise Center,OFF,DET,STL,6,4,
2023020435,2023-12-12,Bridgestone Arena,OFF,PHI,NSH,2,3,OT
2023020437,2023-12-12,Rogers Place,OFF,CHI,EDM,1,4,
2023020438,2023-12-12,Climate Pledge Arena,OFF,FLA,SEA,0,4,
2023020439,2023-12-12,Rogers Arena,OFF,TBL,VAN,1,4,
2023020440,2023-12-12,T-Mobile Arena,OFF,CGY,VGK,4,5,OT
2023020441,2023-12-12,SAP Center at San Jose,OFF,WPG,SJS,1,2,
2023020442,2023-12-13,Centre Bell,OFF,PIT,MTL,4,3,SO
2023020443,2023-12-13,Prudential Center,OFF,BOS,NJD,1,2,OT
2023020444,2023-12-13,UBS Arena,OFF,ANA,NYI,3,4,
2023020445,2023-12-13,Ball Arena,OFF,BUF,COL,1,5,
2023020446,2023-12-13,Crypto.com Arena,OFF,WPG,LAK,5,2,
2023020448,2023-12-14,Wells Fargo Center,OFF,WSH,PHI,3,4,SO
2023020449,2023-12-14,Scotiabank Arena,OFF,CBJ,TOR,6,5,OT
2023020447,2023-12-14,Little Caesars Arena,OFF,CAR,DET,2,1,
2023020450,2023-12-14,Xcel Energy Center,OFF,CGY,MIN,2,3,SO
2023020451,2023-12-14,Enterprise Center,OFF,OTT,STL,2,4,
2023020452,2023-12-14,Rogers Place,OFF,TBL,EDM,7,4,
2023020453,2023-12-14,Climate Pledge Arena,OFF,CHI,SEA,1,7,
2023020454,2023-12-14,Rogers Arena,OFF,FLA,VAN,0,4,
2023020456,2023-12-15,Madison Square Garden,OFF,ANA,NYR,1,5,
2023020455,2023-12-15,PNC Arena,OFF,NSH,CAR,6,5,OT
2023020457,2023-12-15,UBS Arena,OFF,BOS,NYI,5,4,SO
2023020458,2023-12-15,American Airlines Center,OFF,OTT,DAL,4,5,
2023020459,2023-12-15,Mullett Arena,OFF,SJS,ARI,0,1,
2023020460,2023-12-15,T-Mobile Arena,OFF,BUF,VGK,5,2,
2023020461,2023-12-16,Xcel Energy Center,OFF,VAN,MIN,1,2,SO
2023020462,2023-12-16,TD Garden,OFF,NYR,BOS,2,1,OT
2023020463,2023-12-16,Nationwide Arena,OFF,NJD,CBJ,6,3,
2023020464,2023-12-16,Centre Bell,OFF,NYI,MTL,3,5,
2023020465,2023-12-16,Wells Fargo Center,OFF,DET,PHI,0,1,
2023020466,2023-12-16,Scotiabank Arena,OFF,PIT,TOR,0,7,
2023020467,2023-12-16,Canada Life Centre,OFF,COL,WPG,2,6,
2023020468,2023-12-16,Bridgestone Arena,OFF,WSH,NSH,1,3,
2023020469,2023-12-16,Enterprise Center,OFF,DAL,STL,3,4,OT
2023020470,2023-12-16,Mullett Arena,OFF,BUF,ARI,0,2,
2023020471,2023-12-16,Scotiabank Saddledome,OFF,TBL,CGY,2,4,
2023020472,2023-12-16,Rogers Place,OFF,FLA,EDM,5,1,
2023020473,2023-12-16,Climate Pledge Arena,OFF,LAK,SEA,3,2,SO
2023020474,2023-12-17,United Center,OFF,VAN,CHI,4,3,
2023020475,2023-12-17,PNC Arena,OFF,WSH,CAR,2,1,SO
2023020476,2023-12-17,Prudential Center,OFF,ANA,NJD,5,1,
2023020477,2023-12-17,Ball Arena,OFF,SJS,COL,2,6,
2023020478,2023-12-17,T-Mobile Arena,OFF,OTT,VGK,3,6,
2023020479,2023-12-18,Little Caesars Arena,OFF,ANA,DET,4,3,
2023020480,2023-12-18,PPG Paints Arena,OFF,MIN,PIT,3,4,
2023020481,2023-12-18,Canada Life Centre,OFF,MTL,WPG,3,2,OT
2023020482,2023-12-18,American Airlines Center,OFF,SEA,DAL,3,4,OT
2023020483,2023-12-18,Scotiabank Saddledome,OFF,FLA,CGY,1,3,
2023020484,2023-12-19,TD Garden,OFF,MIN,BOS,4,3,OT
2023020485,2023-12-19,KeyBank Center,OFF,CBJ,BUF,9,4,
2023020486,2023-12-19,PNC Arena,OFF,VGK,CAR,3,6,
